id,province,District_IDN,gdpc2010,gdpc2011,gdpc2012,gdpc2013,gdpc2014,gdpc2015,gdpc2016,gdpc2017,gdpc2018,gdpc2019,gdpc2020,gdpc2021,,,,,,,,
207,East Java,Kota Kediri," 57,550,591 "," 60,020,076 "," 63,185,080 "," 65,408,805 "," 69,232,890 "," 72,945,529 "," 76,988,365 "," 80,946,164 "," 85,337,679 "," 90,001,516 "," 84,374,979 "," 86,485,594 ",,,,,,,,
208,South East Sulawesi ,Kota Kendari," 8,194,900 "," 9,036,001 "," 9,926,252 "," 10,787,974 "," 11,848,051 "," 12,784,366 "," 13,935,907 "," 14,825,460 "," 15,727,055 "," 16,745,399 "," 16,527,126 "," 17,165,185 ",,,,,,,,
209,North Sulawesi ,Kota Kotamobagu," 1,339,171 "," 1,426,089 "," 1,525,280 "," 1,632,889 "," 1,742,349 "," 1,855,963 "," 1,979,106 "," 2,113,409 "," 2,254,153 "," 2,392,383 "," 2,396,955 "," 5,541,968 ",,,,,,,,
210,East Nusa Tenggara,Kota Kupang," 9,066,270 "," 9,867,236 "," 10,609,469 "," 11,373,405 "," 12,147,981 "," 12,953,369 "," 13,826,094 "," 14,770,134 "," 15,743,685 "," 16,693,920 "," 16,350,996 "," 16,569,503 ",,,,,,,,
211,Aceh,Kota Langsa," 2,609,185 "," 2,722,523 "," 2,851,123 "," 2,981,532 "," 3,107,821 "," 3,244,672 "," 3,390,390 "," 3,540,718 "," 3,694,087 "," 3,856,219 "," 3,813,195 "," 3,962,714 ",,,,,,,,
212,Aceh,Kota Lhokseumawe," 9,091,249 "," 8,873,695 "," 8,980,377 "," 8,878,224 "," 8,222,328 "," 6,550,150 "," 6,450,408 "," 6,591,663 "," 6,840,711 "," 7,112,685 "," 6,984,713 "," 7,252,905 ",,,,,,,,
213,South Sumatera,Kota Lubuklinggau," 2,606,111 "," 2,767,858 "," 2,943,698 "," 3,042,978 "," 3,234,673 "," 3,428,910 "," 3,646,066 "," 3,876,138 "," 4,106,075 "," 4,339,203 "," 4,333,666 "," 4,470,232 ",,,,,,,,
214,East Java,Kota Madiun," 6,081,207 "," 6,494,372 "," 6,937,700 "," 7,470,677 "," 7,965,268 "," 8,455,436 "," 8,954,697 "," 9,486,137 "," 10,051,290 "," 10,623,075 "," 10,055,910 "," 10,537,698 ",,,,,,,,
215,Central Java,Kota Magelang," 4,010,718 "," 4,255,662 "," 4,484,268 "," 4,755,092 "," 4,992,113 "," 5,247,341 "," 5,521,526 "," 5,820,532 "," 6,138,623 "," 6,470,540 "," 6,312,054 "," 6,513,895 ",,,,,,,,
216,South Sulawesi ,Kota Makasar," 58,556,467 "," 64,622,104 "," 70,851,035 "," 76,907,411 "," 82,592,818 "," 88,828,147 "," 95,957,638 "," 103,826,156 "," 112,568,415 "," 122,465,829 "," 120,905,752 "," 126,312,828 ",,,,,,,,
217,East Java,Kota Malang," 31,377,336 "," 33,273,670 "," 35,355,742 "," 37,547,739 "," 39,724,701 "," 41,952,126 "," 44,303,901 "," 46,824,751 "," 49,500,825 "," 52,334,750 "," 51,154,531 "," 53,309,702 ",,,,,,,,
218,North Sulawesi ,Kota Manado," 14,078,270 "," 15,176,425 "," 16,255,156 "," 17,419,698 "," 18,584,852 "," 19,773,192 "," 21,193,827 "," 22,622,640 "," 24,126,539 "," 25,585,615 "," 24,778,176 "," 4,819,885 ",,,,,,,,
219,West Nusa Tenggara ,Kota Mataram," 8,147,457 "," 8,388,999 "," 8,476,039 "," 9,149,726 "," 9,890,461 "," 10,678,172 "," 11,533,898 "," 12,464,412 "," 13,081,997 "," 13,811,864 "," 13,049,740 "," 13,475,873 ",,,,,,,,
220,North Sumatera,Kota Medan," 90,615,458 "," 97,675,579 "," 105,161,998 "," 110,795,416 "," 117,525,059 "," 124,269,931 "," 132,062,864 "," 139,739,342 "," 148,007,137 "," 156,780,581 "," 153,669,776 "," 157,689,371 ",,,,,,,,
221,Lampung,Kota Metro," 2,542,072 "," 2,695,657 "," 2,876,025 "," 3,074,122 "," 3,262,462 "," 3,453,953 "," 3,657,867 "," 3,865,010 "," 4,084,675 "," 4,312,385 "," 4,235,000 "," 4,358,386 ",,,,,,,,
222,East Java,Kota Mojokerto," 2,987,156 "," 3,165,603 "," 3,358,424 "," 3,566,667 "," 3,774,644 "," 3,991,374 "," 4,221,827 "," 4,460,445 "," 4,718,943 "," 4,985,676 "," 4,801,464 "," 4,976,490 ",,,,,,,,
223,West Sumatera,Kota Padang," 25,819,754 "," 27,427,383 "," 29,115,685 "," 31,054,497 "," 33,061,946 "," 35,180,548 "," 37,350,197 "," 39,675,729 "," 42,081,537 "," 44,456,786 "," 43,631,943 "," 45,226,642 ",,,,,,,,
224,West Sumatera,Kota Padang Panjang," 1,535,884 "," 1,632,847 "," 1,730,276 "," 1,839,183 "," 1,951,004 "," 2,066,248 "," 2,186,012 "," 2,312,713 "," 2,444,774 "," 2,580,604 "," 2,543,404 "," 2,631,378 ",,,,,,,,
225,North Sumatera,Kota Padangsidimpuan," 2,634,123 "," 2,788,163 "," 2,952,718 "," 3,124,024 "," 3,287,387 "," 3,454,243 "," 3,636,872 "," 3,830,322 "," 4,038,933 "," 4,261,316 "," 4,230,414 "," 4,346,777 ",,,,,,,,
226,South Sumatera,Kota Pagar Alam," 1,465,241 "," 1,544,662 "," 1,641,563 "," 1,735,056 "," 1,814,401 "," 1,892,910 "," 1,976,334 "," 2,071,443 "," 2,158,092 "," 2,233,768 "," 2,234,267 "," 2,332,447 ",,,,,,,,
227,Central Kalimantan,Kota Palangka Raya," 5,840,121 "," 6,264,961 "," 6,721,509 "," 7,227,379 "," 7,730,527 "," 8,286,033 "," 8,859,548 "," 9,479,166 "," 10,156,320 "," 10,884,637 "," 10,574,670 "," 107,182,552 ",,,,,,,,
228,South Sumatera,Kota Palembang," 61,145,136 "," 65,049,466 "," 70,090,314 "," 74,193,370 "," 78,091,091 "," 82,345,067 "," 87,073,354 "," 92,476,407 "," 98,471,247 "," 104,239,386 "," 103,952,690 "," 107,182,552 ",,,,,,,,
229,South Sulawesi ,Kota Palopo," 2,913,050 "," 3,143,191 "," 3,363,253 "," 3,633,005 "," 3,889,239 "," 4,140,872 "," 4,428,497 "," 4,745,900 "," 5,102,987 "," 5,447,357 "," 5,472,077 "," 5,768,275 ",,,,,,,,
230,Central Sulawesi  ,Kota Palu," 8,699,061 "," 9,462,177 "," 10,295,685 "," 11,252,679 "," 12,159,120 "," 13,100,251 "," 13,821,268 "," 14,585,805 "," 15,315,031 "," 16,180,288 "," 15,462,908 "," 5,706,508 ",,,,,,,,
231,Bangka Belitung Islands,Kota Pangkal Pinang," 5,799,503 "," 6,193,041 "," 6,571,310 "," 6,951,019 "," 7,247,497 "," 7,555,016 "," 7,945,986 "," 8,358,482 "," 8,782,789 "," 9,069,280 "," 8,797,129 "," 9,611,440 ",,,,,,,,
232,South Sulawesi ,Kota Parepare," 2,670,534 "," 2,895,482 "," 3,150,257 "," 3,400,553 "," 3,615,899 "," 3,843,716 "," 4,107,806 "," 4,394,324 "," 4,639,405 "," 4,947,790 "," 4,944,029 "," 5,162,103 ",,,,,,,,
233,West Sumatera,Kota Pariaman," 2,169,211 "," 2,297,959 "," 2,438,847 "," 2,586,703 "," 2,741,539 "," 2,900,328 "," 3,062,314 "," 3,234,235 "," 3,411,295 "," 3,592,022 "," 3,544,660 "," 3,668,979 ",,,,,,,,
234,East Java,Kota Pasuruan," 3,585,354 "," 3,810,657 "," 4,051,246 "," 4,315,124 "," 4,561,264 "," 4,813,310 "," 5,076,354 "," 5,354,089 "," 5,650,488 "," 5,964,658 "," 5,706,597 "," 5,914,585 ",,,,,,,,
235,West Sumatera,Kota Payakumbuh," 2,585,841 "," 2,764,523 "," 2,947,644 "," 3,140,905 "," 3,344,166 "," 3,551,229 "," 3,767,273 "," 3,997,854 "," 4,238,663 "," 4,488,211 "," 4,414,294 "," 4,572,192 ",,,,,,,,
236,Central Java,Kota Pekalongan," 4,624,260 "," 4,878,332 "," 5,151,814 "," 5,456,197 "," 5,755,282 "," 6,043,096 "," 6,367,273 "," 6,706,279 "," 7,087,916 "," 7,477,425 "," 7,337,834 "," 7,601,486 ",,,,,,,,
237,Riau,Kota Pekanbaru," 41,702,825 "," 44,845,770 "," 48,351,737 "," 51,053,167 "," 54,575,480 "," 57,616,753 "," 60,891,070 "," 64,619,259 "," 68,104,593 "," 72,183,556 "," 69,000,138 "," 72,619,083 ",,,,,,,,
238,North Sumatera,Kota Pematang Siantar," 5,929,878 "," 6,333,306 "," 6,753,561 "," 7,141,860 "," 7,594,429 "," 7,992,371 "," 8,380,773 "," 8,750,153 "," 9,170,186 "," 9,611,739 "," 9,430,039 "," 9,547,698 ",,,,,,,,
239,West Kalimantan,Kota Pontianak," 15,338,095 "," 16,112,644 "," 17,364,880 "," 18,724,840 "," 19,761,336 "," 20,747,495 "," 21,692,027 "," 22,881,967 "," 23,846,674 "," 24,804,699 "," 23,822,514 "," 24,920,917 ",,,,,,,,
240,South Sumatera,Kota Prabumulih," 3,025,267 "," 3,228,305 "," 3,496,880 "," 3,674,195 "," 4,097,008 "," 4,295,411 "," 4,579,642 "," 4,820,843 "," 5,101,766 "," 5,387,821 "," 5,377,927 "," 5,541,968 ",,,,,,,,
241,East Java,Kota Probolinggo," 4,921,314 "," 5,213,915 "," 5,552,085 "," 5,911,291 "," 6,261,886 "," 6,628,755 "," 7,018,291 "," 7,430,616 "," 7,871,378 "," 8,338,768 "," 8,035,267 "," 8,361,142 ",,,,,,,,
242,Aceh,Kota Sabang," 745,859 "," 774,469 "," 806,875 "," 841,006 "," 875,119 "," 912,987 "," 957,294 "," 1,015,380 "," 1,075,030 "," 1,137,557 "," 1,122,886 "," 1,152,875 ",,,,,,,,
243,Central Java,Kota Salatiga," 5,845,476 "," 6,230,219 "," 6,574,907 "," 6,989,046 "," 7,378,043 "," 7,759,182 "," 8,168,242 "," 8,624,241 "," 9,127,858 "," 9,666,446 "," 9,503,711 "," 9,821,996 ",,,,,,,,
244,East Kalimantan,Kota Samarinda," 30,711,191 "," 35,535,426 "," 35,711,573 "," 37,471,853 "," 39,506,305 "," 39,523,547 "," 39,744,723 "," 41,274,972 "," 43,323,569 "," 45,491,362 "," 45,041,329 "," 10,549,001 ",,,,,,,,
245,West Sumatera,Kota Sawah Lunto," 1,695,465 "," 1,787,814 "," 1,886,626 "," 2,001,854 "," 2,123,645 "," 2,251,781 "," 2,380,519 "," 2,517,150 "," 2,655,620 "," 2,796,536 "," 2,760,924 "," 2,829,350 ",,,,,,,,
246,Central Java,Kota Semarang," 80,824,100 "," 86,142,967 "," 91,282,029 "," 96,985,402 "," 103,109,875 "," 109,110,690 "," 115,542,561 "," 123,279,892 "," 131,266,363 "," 140,199,517 "," 137,601,980 "," 144,704,572 ",,,,,,,,
247,Banten,Kota Serang," 12,549,572 "," 13,595,691 "," 14,604,637 "," 15,670,784 "," 16,745,084 "," 17,808,478 "," 18,935,486 "," 20,153,023 "," 21,482,093 "," 22,813,096 "," 22,518,660 "," 23,392,750 ",,,,,,,,
248,North Sumatera,Kota Sibolga," 2,201,096 "," 2,324,877 "," 2,458,501 "," 2,605,010 "," 2,757,268 "," 2,913,174 "," 3,063,071 "," 3,224,577 "," 3,393,914 "," 3,570,325 "," 3,521,719 "," 3,595,704 ",,,,,,,,
249,West Kalimantan,Kota Singkawang," 4,144,241 "," 4,382,678 "," 4,678,850 "," 4,982,162 "," 5,311,802 "," 5,639,623 "," 5,930,952 "," 6,250,017 "," 6,540,220 "," 6,828,387 "," 6,657,045 "," 6,977,774 ",,,,,,,,
250,West Sumatera,Kota Solok," 1,690,850 "," 1,807,538 "," 1,929,711 "," 2,053,900 "," 2,177,369 "," 2,307,253 "," 2,440,127 "," 2,580,784 "," 2,726,707 "," 2,876,461 "," 2,835,750 "," 2,936,548 ",,,,,,,,
251,West Papua ,Kota Sorong," 4,996,507 "," 5,323,445 "," 5,837,363 "," 6,527,731 "," 7,317,729 "," 8,069,058 "," 8,799,522 "," 9,526,383 "," 10,167,677 "," 10,472,414 "," 10,133,163 "," 10,049,290 ",,,,,,,,
252,Aceh,Kota Subulussalam," 901,694 "," 940,711 "," 984,713 "," 1,033,528 "," 1,086,365 "," 1,134,379 "," 1,187,584 "," 1,246,119 "," 1,301,178 "," 1,358,688 "," 1,385,407 "," 1,438,997 ",,,,,,,,
253,West Java,Kota Sukabumi," 5,321,925 "," 5,650,624 "," 5,978,319 "," 6,301,683 "," 6,643,604 "," 6,985,333 "," 7,379,482 "," 7,780,423 "," 8,209,915 "," 8,664,017 "," 8,534,717 "," 8,851,051 ",,,,,,,,
254,Jambi,Kota Sungai Penuh," 2,592,925 "," 2,770,911 "," 2,967,372 "," 3,218,243 "," 3,460,943 "," 3,705,362 "," 3,946,467 "," 4,183,865 "," 4,388,178 "," 4,607,808 "," 4,600,226 "," 4,768,840 ",,,,,,,,
255,East Java,Kota Surabaya," 231,204,741 "," 247,686,648 "," 265,892,081 "," 286,050,731 "," 305,947,580 "," 324,215,167 "," 343,652,595 "," 364,714,819 "," 387,303,942 "," 410,879,306 "," 390,936,425 "," 407,725,825 ",,,,,,,,
256,Central Java,Kota Surakarta," 21,469,551 "," 22,848,439 "," 24,123,782 "," 25,631,681 "," 26,984,359 "," 28,453,494 "," 29,975,873 "," 31,685,480 "," 33,505,901 "," 35,441,108 "," 34,815,965 "," 36,211,248 ",,,,,,,,
257,Banten,Kota Tangerang," 66,921,378 "," 71,864,142 "," 76,945,926 "," 81,965,315 "," 86,183,523 "," 90,807,569 "," 95,654,618 "," 101,274,679 "," 106,283,617 "," 110,556,398 "," 102,415,675 "," 106,413,711 ",,,,,,,,
258,Banten,Kota Tangerang Selatan," 30,525,315 "," 33,214,823 "," 36,091,809 "," 39,251,537 "," 42,411,467 "," 45,485,614 "," 48,552,984 "," 52,098,556 "," 55,999,107 "," 60,137,015 "," 59,531,079 "," 62,393,120 ",,,,,,,,
259,North Sumatera,Kota Tanjung Balai," 3,480,523 "," 3,689,903 "," 3,919,554 "," 4,152,394 "," 4,392,585 "," 4,637,214 "," 4,904,545 "," 5,174,845 "," 5,473,631 "," 5,790,369 "," 5,763,205 "," 5,898,808 ",,,,,,,,
260,Riau Islands,Kota Tanjung Pinang," 9,141,659 "," 9,784,368 "," 10,479,812 "," 11,294,826 "," 11,891,256 "," 12,568,740 "," 13,197,815 "," 13,544,578 "," 13,979,223 "," 14,436,935 "," 13,938,235 "," 14,020,211 ",,,,,,,,
261,North Kalimantan,Kota Tarakan," 11,302,791 "," 12,601,540 "," 13,871,785 "," 14,936,159 "," 16,011,620 "," 16,794,629 "," 17,790,425 "," 19,206,122 "," 20,647,433 "," 22,232,711 "," 22,065,099 "," 22,936,538 ",,,,,,,,
262,West Java,Kota Tasikmalaya," 9,291,514 "," 9,758,072 "," 10,324,523 "," 10,961,871 "," 11,637,308 "," 12,370,623 "," 13,225,248 "," 14,027,946 "," 14,859,110 "," 15,746,124 "," 15,430,019 "," 15,980,754 ",,,,,,,,
263,North Sumatera,Kota Tebing Tinggi," 2,456,992 "," 2,608,863 "," 2,758,874 "," 2,924,754 "," 3,084,172 "," 3,235,300 "," 3,400,749 "," 3,575,505 "," 3,760,505 "," 3,954,026 "," 3,926,393 "," 4,024,777 ",,,,,,,,
264,Central Java,Kota Tegal," 6,895,713 "," 7,341,540 "," 7,650,480 "," 8,084,176 "," 8,491,325 "," 8,953,880 "," 9,445,031 "," 10,006,943 "," 10,594,340 "," 11,205,783 "," 10,949,122 "," 11,290,269 ",,,,,,,,
265,North Maluku ,Kota Ternate," 3,540,198 "," 3,881,911 "," 4,232,645 "," 4,557,416 "," 4,956,480 "," 5,357,318 "," 5,785,434 "," 6,222,307 "," 6,736,307 "," 7,274,904 "," 7,158,132 "," 7,341,325 ",,,,,,,,
266,North Maluku ,Kota Tidore Kepulauan," 1,183,792 "," 1,259,927 "," 1,339,928 "," 1,423,436 "," 1,511,188 "," 1,603,307 "," 1,687,145 "," 1,788,393 "," 1,896,239 "," 2,012,276 "," 2,033,845 "," 2,057,587 ",,,,,,,,
267,North Sulawesi ,Kota Tomohon," 1,804,312 "," 1,926,920 "," 2,060,549 "," 2,186,140 "," 2,322,073 "," 2,464,338 "," 2,565,300 "," 2,792,170 "," 2,963,090 "," 3,163,458 "," 3,150,486 "," 107,182,552 ",,,,,,,,
268,Maluku,Kota Tual," 879,817 "," 931,725 "," 1,005,343 "," 1,066,300 "," 1,132,473 "," 1,195,770 "," 1,265,188 "," 1,337,784 "," 1,417,790 "," 1,501,016 "," 1,498,282 "," 1,551,947 ",,,,,,,,
269,Special Region Yogyakarta ,Kota Yogyakarta," 17,202,154 "," 18,206,090 "," 19,189,075 "," 20,239,558 "," 21,307,764 "," 22,393,012 "," 23,536,288 "," 24,768,426 "," 26,127,217 "," 27,685,287 "," 27,016,498 "," 28,409,758 ",,,,,,,,
270,Central Kalimantan,Kotawaringin Barat," 7,179,474 "," 7,722,195 "," 8,239,294 "," 8,815,084 "," 9,423,200 "," 10,113,253 "," 10,704,712 "," 11,432,689 "," 12,173,281 "," 12,877,636 "," 13,004,270 "," 10,116,558 ",,,,,,,,
271,Central Kalimantan,Kotawaringin Timur," 9,686,961 "," 10,376,015 "," 11,103,679 "," 11,968,352 "," 12,851,016 "," 13,835,998 "," 14,932,757 "," 16,118,192 "," 17,234,265 "," 18,457,366 "," 17,893,093 "," 20,905,989 ",,,,,,,,
272,Riau,Kuantan Singingi," 16,614,473 "," 17,307,006 "," 18,333,199 "," 19,336,934 "," 20,331,155 "," 19,896,348 "," 20,669,805 "," 21,574,015 "," 22,579,116 "," 23,613,565 "," 23,853,041 "," 24,747,633 ",,,,,,,,
273,West Kalimantan,Kubu Raya," 10,600,277 "," 11,294,016 "," 12,040,889 "," 12,822,540 "," 13,628,071 "," 14,493,652 "," 15,416,533 "," 16,424,299 "," 17,287,111 "," 18,268,641 "," 17,831,725 "," 18,754,974 ",,,,,,,,
274,Central Java,Kudus," 52,933,496 "," 55,175,795 "," 57,440,811 "," 59,944,557 "," 62,600,681 "," 65,029,938 "," 66,679,583 "," 68,821,162 "," 71,048,973 "," 73,241,778 "," 70,964,725 "," 69,872,178 ",,,,,,,,
275,Special Region Yogyakarta,Kulon Progo," 5,033,074 "," 5,246,147 "," 5,475,148 "," 5,741,660 "," 6,004,316 "," 6,281,896 "," 6,580,677 "," 6,973,406 "," 7,728,409 "," 8,770,750 "," 8,468,294 "," 8,838,140 ",,,,,,,,
276,West Java,Kuningan," 9,819,541 "," 10,371,175 "," 10,962,964 "," 11,648,539 "," 12,385,382 "," 13,175,672 "," 13,977,774 "," 14,866,619 "," 15,821,965 "," 16,864,147 "," 16,882,759 "," 17,483,555 ",,,,,,,,
277,East Nusa Tenggara,Kupang," 3,107,880 "," 3,257,068 "," 3,421,350 "," 3,594,755 "," 3,778,244 "," 3,968,939 "," 4,159,666 "," 4,371,881 "," 4,595,316 "," 4,791,677 "," 4,754,944 "," 4,885,924 ",,,,,,,,
278,East Kalimantan,Kutai Barat," 12,795,504 "," 15,165,883 "," 18,045,834 "," 18,558,606 "," 18,906,634 "," 18,623,397 "," 18,468,160 "," 19,139,864 "," 20,108,762 "," 21,253,825 "," 20,644,379 "," 20,905,989 ",,,,,,,,
279,East Kalimantan,Kutai Kartanegara," 121,348,880 "," 123,191,976 "," 129,958,165 "," 130,010,301 "," 128,610,623 "," 119,388,780 "," 117,035,580 "," 118,943,987 "," 121,509,479 "," 126,272,372 "," 120,953,677 "," 44,236,766 ",,,,,,,,
280,East Kalimantan,Kutai Timur," 59,132,112 "," 69,528,391 "," 77,552,440 "," 80,730,972 "," 83,496,499 "," 84,689,772 "," 83,771,694 "," 86,520,250 "," 88,582,490 "," 95,815,407 "," 92,868,683 "," 13,037,365 ",,,,,,,,
281,North Sumatera,Labuhan Batu," 14,526,190 "," 15,355,408 "," 16,289,976 "," 17,263,412 "," 18,165,102 "," 19,080,995 "," 20,046,019 "," 21,048,166 "," 22,112,344 "," 23,232,708 "," 23,252,746 "," 24,147,560 ",,,,,,,,
282,North Sumatera,Labuhan Batu Selatan," 11,554,525 "," 12,249,546 "," 13,024,493 "," 13,812,089 "," 14,546,122 "," 15,294,507 "," 16,088,420 "," 16,907,586 "," 17,797,949 "," 18,750,156 "," 18,899,308 "," 19,620,408 ",,,,,,,,
283,North Sumatera,Labuhan Batu Utara," 10,567,656 "," 11,262,258 "," 11,978,436 "," 12,729,036 "," 13,414,527 "," 14,109,369 "," 14,843,994 "," 15,602,046 "," 16,413,326 "," 17,259,189 "," 17,306,591 "," 17,969,257 ",,,,,,,,
284,South Sumatera,Lahat," 8,514,045 "," 9,003,712 "," 9,479,394 "," 9,937,386 "," 10,318,701 "," 10,539,019 "," 10,786,005 "," 11,265,294 "," 11,723,719 "," 12,382,331 "," 12,427,420 "," 13,037,365 ",,,,,,,,
285,Central Kalimantan,Lamandau," 2,076,760 "," 2,204,959 "," 2,358,678 "," 2,523,704 "," 2,699,773 "," 2,882,153 "," 3,074,911 "," 3,280,864 "," 3,505,611 "," 3,746,507 "," 3,815,647 "," 20,767,642 ",,,,,,,,
286,East Java,Lamongan," 16,275,241 "," 17,360,487 "," 18,562,695 "," 19,848,838 "," 21,099,937 "," 22,316,878 "," 23,623,792 "," 24,922,951 "," 26,279,772 "," 27,706,155 "," 26,972,650 "," 27,896,543 ",,,,,,,,
287,Lampung,Lampung Barat," 4,941,600 "," 5,271,085 "," 3,440,999 "," 3,677,316 "," 3,881,888 "," 4,088,443 "," 4,293,421 "," 4,509,536 "," 4,738,863 "," 4,984,129 "," 4,926,295 "," 5,051,879 ",,,,,,,,
288,Lampung,Lampung Selatan," 18,535,506 "," 19,613,120 "," 20,782,043 "," 22,113,698 "," 23,396,573 "," 24,654,678 "," 25,942,709 "," 27,359,533 "," 28,791,436 "," 30,267,878 "," 29,743,296 "," 30,517,398 ",,,,,,,,
289,Lampung,Lampung Tengah," 29,113,812 "," 30,867,150 "," 32,702,372 "," 34,815,762 "," 36,794,367 "," 38,773,799 "," 40,949,374 "," 43,107,049 "," 45,406,224 "," 47,836,745 "," 47,347,969 "," 48,710,038 ",,,,,,,,
290,Lampung,Lampung Timur," 19,496,113 "," 20,582,085 "," 21,455,319 "," 23,378,060 "," 24,049,295 "," 25,151,473 "," 26,292,188 "," 27,496,840 "," 28,518,177 "," 29,599,687 "," 28,931,291 "," 29,001,371 ",,,,,,,,
291,Lampung,Lampung Utara," 10,181,182 "," 10,729,166 "," 11,333,804 "," 12,065,942 "," 12,765,479 "," 13,458,839 "," 14,145,712 "," 14,882,707 "," 15,672,526 "," 16,508,060 "," 16,269,344 "," 16,727,892 ",,,,,,,,
292,West Kalimantan,Landak," 4,489,725 "," 4,711,889 "," 4,967,088 "," 5,225,512 "," 5,483,210 "," 5,763,419 "," 6,067,561 "," 6,381,212 "," 6,694,979 "," 7,022,009 "," 6,972,047 "," 7,312,562 ",,,,,,,,
293,North Sumatera,Langkat," 18,386,005 "," 19,594,735 "," 20,858,680 "," 22,029,479 "," 23,157,118 "," 24,321,606 "," 25,533,810 "," 26,822,599 "," 28,170,078 "," 29,597,772 "," 29,343,256 "," 30,247,389 ",,,,,,,,
294,Papua,Lanny Jaya," 498,884 "," 647,298 "," 757,441 "," 820,402 "," 881,519 "," 939,698 "," 994,264 "," 1,047,837 "," 1,103,035 "," 1,159,952 "," 1,180,648 "," 1,202,144 ",,,,,,,,
295,Banten,Lebak," 12,572,538 "," 13,325,629 "," 14,006,209 "," 14,887,984 "," 15,756,247 "," 16,733,238 "," 17,665,397 "," 18,683,739 "," 19,735,871 "," 20,810,487 "," 20,622,044 "," 21,278,485 ",,,,,,,,
296,Bengkulu,Lebong," 1,342,273 "," 1,417,156 "," 1,494,128 "," 1,576,902 "," 1,662,639 "," 1,745,574 "," 1,835,673 "," 1,927,480 "," 2,023,990 "," 2,124,500 "," 2,126,720 "," 2,192,263 ",,,,,,,,
297,East Nusa Tenggara,Lembata," 755,078 "," 792,014 "," 829,785 "," 870,917 "," 915,269 "," 960,858 "," 1,006,568 "," 1,057,246 "," 1,110,482 "," 1,166,976 "," 1,162,838 "," 1,179,531 ",,,,,,,,
298,West Sumatera,Lima Puluh Kota," 6,785,536 "," 7,230,367 "," 7,675,031 "," 8,152,906 "," 8,640,817 "," 9,125,377 "," 9,611,265 "," 10,123,648 "," 10,653,261 "," 11,192,423 "," 11,062,317 "," 11,430,808 ",,,,,,,,
299,Riau Islands,Lingga," 1,857,723 "," 1,981,219 "," 2,111,652 "," 2,256,829 "," 2,373,208 "," 2,429,747 "," 2,529,106 "," 2,682,784 "," 2,790,122 "," 2,934,663 "," 2,914,597 "," 2,971,547 ",,,,,,,,
300,West Nusa Tenggara ,Lombok Barat," 7,011,320 "," 7,435,386 "," 7,827,193 "," 8,238,698 "," 8,708,308 "," 9,264,355 "," 9,792,221 "," 10,432,306 "," 10,491,747 "," 10,894,637 "," 10,128,301 "," 10,472,207 ",,,,,,,,
301,West Nusa Tenggara ,Lombok Tengah," 6,833,070 "," 7,577,200 "," 8,616,439 "," 9,153,911 "," 9,728,881 "," 10,274,089 "," 10,854,980 "," 11,553,465 "," 11,916,532 "," 12,398,520 "," 11,571,001 "," 12,037,484 ",,,,,,,,
302,West Nusa Tenggara ,Lombok Timur," 9,083,426 "," 9,649,656 "," 10,173,536 "," 10,734,563 "," 11,249,576 "," 11,916,957 "," 12,540,498 "," 13,323,965 "," 13,777,049 "," 14,424,040 "," 13,974,016 "," 14,410,103 ",,,,,,,,
303,West Nusa Tenggara ,Lombok Utara," 2,369,373 "," 2,495,979 "," 2,597,798 "," 2,704,665 "," 2,828,842 "," 2,966,670 "," 3,121,615 "," 3,313,322 "," 3,284,658 "," 3,477,127 "," 3,217,773 "," 3,262,163 ",,,,,,,,
304,East Java,Lumajang," 14,260,061 "," 15,144,384 "," 16,053,388 "," 16,949,583 "," 17,851,857 "," 18,676,946 "," 19,555,168 "," 20,542,931 "," 21,569,781 "," 22,563,390 "," 21,933,792 "," 22,623,402 ",,,,,,,,
305,South Sulawesi ,Luwu," 5,123,992 "," 5,528,311 "," 5,915,103 "," 6,372,701 "," 6,934,030 "," 7,437,417 "," 8,023,365 "," 8,567,872 "," 9,155,576 "," 9,728,969 "," 9,855,911 "," 10,449,750 ",,,,,,,,
306,South Sulawesi ,Luwu Timur," 11,834,164 "," 11,326,591 "," 11,963,256 "," 12,717,285 "," 13,748,018 "," 14,631,059 "," 14,862,311 "," 15,318,717 "," 15,837,801 "," 16,022,945 "," 16,256,902 "," 16,030,502 ",,,,,,,,
307,South Sulawesi ,Luwu Utara," 4,255,588 "," 4,597,714 "," 4,910,997 "," 5,274,161 "," 5,739,508 "," 6,122,220 "," 6,580,897 "," 7,081,166 "," 7,675,197 "," 8,221,199 "," 8,172,740 "," 8,491,499 ",,,,,,,,
308,East Java,Madiun," 8,119,750 "," 8,608,681 "," 9,135,698 "," 9,654,149 "," 10,169,722 "," 10,704,873 "," 11,268,898 "," 11,879,337 "," 12,485,008 "," 13,161,840 "," 13,146,119 "," 13,582,732 ",,,,,,,,
309,Central Java,Magelang," 14,363,231 "," 15,323,039 "," 16,071,143 "," 17,020,756 "," 17,936,288 "," 18,864,652 "," 19,882,244 "," 20,974,801 "," 22,082,796 "," 23,253,154 "," 22,865,152 "," 23,661,713 ",,,,,,,,
310,East Java,Magetan," 8,277,787 "," 8,744,765 "," 9,251,243 "," 9,792,635 "," 10,291,684 "," 10,823,919 "," 11,398,131 "," 11,978,058 "," 12,602,600 "," 13,237,473 "," 13,020,891 "," 13,417,032 ",,,,,,,,
